				node_types		node_column
				biolink:Protein		ENSP00000478570
				biolink:Gene		ENSG00000167658
				biolink:Protein		ENSP00000307940
				biolink:Gene		ENSG00000197632
				biolink:Protein		ENSP00000401645
				biolink:Gene		ENSG00000204388
				biolink:Protein		ENSP00000364801
				biolink:Gene		ENSG00000124564
				biolink:Protein		ENSP00000380250
				biolink:Gene		ENSG00000178952
				biolink:Protein		ENSP00000322439
				biolink:Gene		ENSG00000100029
				biolink:Protein		ENSP00000346725
				biolink:Gene		ENSG00000096696
				biolink:Protein		ENSP00000369129
				biolink:Gene		ENSG00000088682
				biolink:Protein		ENSP00000262507
				biolink:Gene		ENSG00000221869
				biolink:Protein		ENSP00000386165
				biolink:Gene		ENSG00000132275
				biolink:Protein		ENSP00000254605
				biolink:Gene		ENSG00000105507
				biolink:Protein		ENSP00000293255
				biolink:Gene		ENSG00000169885
				biolink:Protein		ENSP00000304643
				biolink:Gene		ENSG00000135372
				biolink:Protein		ENSP00000257829
				biolink:Gene		ENSG00000119917
				biolink:Protein		ENSP00000360883
				biolink:Gene		ENSG00000119321
				biolink:Protein		ENSP00000238256
				biolink:Gene		ENSG00000151247
				biolink:Protein		ENSP00000425561
				biolink:Gene		ENSG00000236334
				biolink:Protein		ENSP00000393845
				biolink:Gene		ENSG00000145375
				biolink:Protein		ENSP00000274008
				biolink:Gene		ENSG00000069869
				biolink:Protein		ENSP00000424827
				biolink:Gene		ENSG00000169641
				biolink:Protein		ENSP00000303758
				biolink:Gene		ENSG00000068745
				biolink:Protein		ENSP00000331103
				biolink:Gene		ENSG00000158402
				biolink:Protein		ENSP00000321656
				biolink:Gene		ENSG00000149428
				biolink:Protein		ENSP00000480150
				biolink:Protein		ENSP00000480987
				biolink:Gene		ENSG00000100348
				biolink:Protein		ENSP00000216185
				biolink:Gene		ENSG00000124181
				biolink:Protein		ENSP00000244007
				biolink:Gene		ENSG00000181163
				biolink:Protein		ENSP00000296930
				biolink:Gene		ENSG00000133265
				biolink:Protein		ENSP00000255631
				biolink:Gene		ENSG00000108854
				biolink:Protein		ENSP00000262435
				biolink:Gene		ENSG00000104738
				biolink:Protein		ENSP00000262105
				biolink:Gene		ENSG00000137714
				biolink:Protein		ENSP00000260270
				biolink:Gene		ENSG00000004939
				biolink:Protein		ENSP00000262418
				biolink:Gene		ENSG00000263353
				biolink:Protein		ENSP00000485206
				biolink:Gene		ENSG00000136244
				biolink:Protein		ENSP00000385675
				biolink:Gene		ENSG00000129932
				biolink:Protein		ENSP00000398882
				biolink:Gene		ENSG00000239306
				biolink:Protein		ENSP00000311747
				biolink:Gene		ENSG00000196531
				biolink:Protein		ENSP00000448035
				biolink:Gene		ENSG00000169251
				biolink:Protein		ENSP00000419004
				biolink:Gene		ENSG00000130810
				biolink:Protein		ENSP00000253107
				biolink:Gene		ENSG00000071246
				biolink:Protein		ENSP00000167106
				biolink:Gene		ENSG00000170775
				biolink:Protein		ENSP00000306449
				biolink:Gene		ENSG00000175166
				biolink:Protein		ENSP00000310129
				biolink:Gene		ENSG00000121966
				biolink:Protein		ENSP00000386884
				biolink:Gene		ENSG00000133110
				biolink:Protein		ENSP00000369071
				biolink:Gene		ENSG00000188573
				biolink:Protein		ENSP00000473383
				biolink:Gene		ENSG00000166181
				biolink:Protein		ENSP00000431391
				biolink:Gene		ENSG00000135900
				biolink:Protein		ENSP00000258383
				biolink:Gene		ENSG00000129460
				biolink:Protein		ENSP00000386134
				biolink:Protein		ENSP00000283179
				biolink:Gene		ENSG00000155659
				biolink:Protein		ENSP00000363869
				biolink:Gene		ENSG00000105647
				biolink:Protein		ENSP00000222254
				biolink:Gene		ENSG00000111786
				biolink:Protein		ENSP00000229390
				biolink:Gene		ENSG00000215021
				biolink:Protein		ENSP00000441875
				biolink:Gene		ENSG00000163412
				biolink:Protein		ENSP00000393324
				biolink:Gene		ENSG00000115761
				biolink:Protein		ENSP00000371101
				biolink:Gene		ENSG00000122787
				biolink:Protein		ENSP00000242375
				biolink:Gene		ENSG00000184575
				biolink:Protein		ENSP00000327821
				biolink:Gene		ENSG00000198369
				biolink:Protein		ENSP00000348753
				biolink:Gene		ENSG00000108424
				biolink:Protein		ENSP00000290158
				biolink:Protein		ENSP00000485663
				biolink:Gene		ENSG00000147099
				biolink:Protein		ENSP00000362674
				biolink:Gene		ENSG00000108010
				biolink:Protein		ENSP00000357633
				biolink:Gene		ENSG00000169194
				biolink:Protein		ENSP00000304915
				biolink:Gene		ENSG00000211460
				biolink:Protein		ENSP00000374332
				biolink:Gene		ENSG00000153015
				biolink:Protein		ENSP00000370460
				biolink:Gene		ENSG00000250719
				biolink:Protein		ENSP00000480059
				biolink:Gene		ENSG00000105953
				biolink:Protein		ENSP00000222673
				biolink:Gene		ENSG00000126457
				biolink:Protein		ENSP00000406162
				biolink:Gene		ENSG00000100804
				biolink:Protein		ENSP00000355325
				biolink:Gene		ENSG00000178694
				biolink:Protein		ENSP00000318986
				biolink:Protein		ENSP00000480660
				biolink:Gene		ENSG00000129295
				biolink:Protein		ENSP00000484634
				biolink:Gene		ENSG00000109534
				biolink:Protein		ENSP00000226796
				biolink:Gene		ENSG00000115541
				biolink:Protein		ENSP00000233893
				biolink:Gene		ENSG00000082781
				biolink:Protein		ENSP00000296181
				biolink:Gene		ENSG00000187109
				biolink:Protein		ENSP00000477538
				biolink:Gene		ENSG00000106993
				biolink:Protein		ENSP00000371278
				biolink:Gene		ENSG00000073536
				biolink:Protein		ENSP00000413572
				biolink:Gene		ENSG00000176402
				biolink:Protein		ENSP00000325775
				biolink:Gene		ENSG00000111641
				biolink:Protein		ENSP00000371858
				biolink:Gene		ENSG00000111725
				biolink:Protein		ENSP00000229328
				biolink:Gene		ENSG00000125965
				biolink:Protein		ENSP00000363492
				biolink:Gene		ENSG00000162616
				biolink:Protein		ENSP00000359799
				biolink:Gene		ENSG00000100462
				biolink:Protein		ENSP00000319169
				biolink:Gene		ENSG00000089101
				biolink:Protein		ENSP00000245957
				biolink:Gene		ENSG00000150261
				biolink:Protein		ENSP00000279783
				biolink:Gene		ENSG00000105447
				biolink:Protein		ENSP00000253237
				biolink:Gene		ENSG00000115816
				biolink:Protein		ENSP00000234170
				biolink:Gene		ENSG00000074800
				biolink:Protein		ENSP00000234590
				biolink:Gene		ENSG00000084092
				biolink:Protein		ENSP00000264230
				biolink:Gene		ENSG00000177291
				biolink:Protein		ENSP00000315070
				biolink:Gene		ENSG00000166794
				biolink:Protein		ENSP00000300026
				biolink:Gene		ENSG00000198835
				biolink:Protein		ENSP00000355675
				biolink:Gene		ENSG00000132321
				biolink:Protein		ENSP00000407213
				biolink:Gene		ENSG00000241563
				biolink:Protein		ENSP00000366248
				biolink:Gene		ENSG00000145675
				biolink:Protein		ENSP00000428056
				biolink:Gene		ENSG00000204315
				biolink:Protein		ENSP00000364298
				biolink:Protein		ENSP00000229270
				biolink:Gene		ENSG00000037474
				biolink:Protein		ENSP00000264670
				biolink:Gene		ENSG00000100836
				biolink:Protein		ENSP00000216727
				biolink:Gene		ENSG00000198931
				biolink:Protein		ENSP00000367615
				biolink:Gene		ENSG00000088836
				biolink:Protein		ENSP00000369399
				biolink:Gene		ENSG00000198721
				biolink:Protein		ENSP00000369461
				biolink:Gene		ENSG00000104529
				biolink:Protein		ENSP00000410059
				biolink:Gene		ENSG00000113593
				biolink:Protein		ENSP00000261308
				biolink:Gene		ENSG00000122543
				biolink:Protein		ENSP00000242104
				biolink:Gene		ENSG00000163655
				biolink:Protein		ENSP00000419851
				biolink:Gene		ENSG00000142534
				biolink:Protein		ENSP00000270625
				biolink:Gene		ENSG00000185615
				biolink:Protein		ENSP00000219406
				biolink:Gene		ENSG00000113558
				biolink:Protein		ENSP00000231487
				biolink:Gene		ENSG00000214063
				biolink:Protein		ENSP00000380553
				biolink:Gene		ENSG00000176387
				biolink:Protein		ENSP00000316786
				biolink:Gene		ENSG00000065054
				biolink:Protein		ENSP00000408005
				biolink:Gene		ENSG00000003137
				biolink:Protein		ENSP00000001146
				biolink:Gene		ENSG00000125841
				biolink:Protein		ENSP00000371728
				biolink:Gene		ENSG00000134201
				biolink:Protein		ENSP00000256593
				biolink:Gene		ENSG00000197702
				biolink:Protein		ENSP00000334008
				biolink:Gene		ENSG00000173610
				biolink:Protein		ENSP00000425497
				biolink:Gene		ENSG00000168497
				biolink:Protein		ENSP00000305675
				biolink:Gene		ENSG00000179142
				biolink:Protein		ENSP00000325822
				biolink:Protein		ENSP00000453281
				biolink:Gene		ENSG00000168481
				biolink:Protein		ENSP00000302297
				biolink:Gene		ENSG00000152430
				biolink:Protein		ENSP00000314792
				biolink:Gene		ENSG00000152092
				biolink:Protein		ENSP00000354536
				biolink:Gene		ENSG00000160113
				biolink:Protein		ENSP00000291442
				biolink:Gene		ENSG00000168453
				biolink:Protein		ENSP00000370826
				biolink:Gene		ENSG00000079435
				biolink:Protein		ENSP00000244289
				biolink:Gene		ENSG00000084754
				biolink:Protein		ENSP00000370023
				biolink:Gene		ENSG00000162545
				biolink:Protein		ENSP00000364219
				biolink:Gene		ENSG00000106004
				biolink:Protein		ENSP00000222726
				biolink:Gene		ENSG00000241635
				biolink:Protein		ENSP00000304845
				biolink:Gene		ENSG00000198756
				biolink:Protein		ENSP00000354960
				biolink:Protein		ENSP00000418009
				biolink:Gene		ENSG00000164404
				biolink:Protein		ENSP00000367942
				biolink:Gene		ENSG00000106692
				biolink:Protein		ENSP00000223528
				biolink:Gene		ENSG00000073737
				biolink:Protein		ENSP00000389241
				biolink:Gene		ENSG00000132294
				biolink:Protein		ENSP00000254624
				biolink:Gene		ENSG00000172508
				biolink:Protein		ENSP00000389009
				biolink:Gene		ENSG00000274276
				biolink:Protein		ENSP00000381234
				biolink:Gene		ENSG00000133433
				biolink:Protein		ENSP00000290765
				biolink:Gene		ENSG00000181617
				biolink:Protein		ENSP00000318437
				biolink:Gene		ENSG00000184058
				biolink:Protein		ENSP00000331791
				biolink:Gene		ENSG00000240857
				biolink:Protein		ENSP00000370648
				biolink:Gene		ENSG00000162552
				biolink:Protein		ENSP00000290167
				biolink:Gene		ENSG00000014257
				biolink:Protein		ENSP00000323036
				biolink:Gene		ENSG00000186104
				biolink:Protein		ENSP00000334592
				biolink:Gene		ENSG00000114757
				biolink:Protein		ENSP00000419975
				biolink:Gene		ENSG00000115866
				biolink:Protein		ENSP00000264161
				biolink:Gene		ENSG00000198077
				biolink:Protein		ENSP00000301146
				biolink:Gene		ENSG00000250799
				biolink:Protein		ENSP00000301175
				biolink:Gene		ENSG00000050820
				biolink:Protein		ENSP00000391669
				biolink:Gene		ENSG00000141434
				biolink:Protein		ENSP00000269202
				biolink:Gene		ENSG00000138061
				biolink:Protein		ENSP00000478561
				biolink:Gene		ENSG00000139988
				biolink:Protein		ENSP00000449079
				biolink:Gene		ENSG00000183733
				biolink:Protein		ENSP00000333097
				biolink:Gene		ENSG00000129255
				biolink:Protein		ENSP00000250124
				biolink:Gene		ENSG00000197580
				biolink:Protein		ENSP00000350314
				biolink:Gene		ENSG00000115806
				biolink:Protein		ENSP00000234160
				biolink:Gene		ENSG00000073067
				biolink:Protein		ENSP00000310149
				biolink:Gene		ENSG00000106723
				biolink:Protein		ENSP00000365019
				biolink:Gene		ENSG00000144591
				biolink:Protein		ENSP00000350949
				biolink:Gene		ENSG00000164488
				biolink:Protein		ENSP00000355760
				biolink:Gene		ENSG00000117598
				biolink:Protein		ENSP00000263177
				biolink:Protein		ENSP00000478319
				biolink:Gene		ENSG00000143815
				biolink:Protein		ENSP00000339883
				biolink:Gene		ENSG00000118276
				biolink:Protein		ENSP00000306459
				biolink:Gene		ENSG00000001617
				biolink:Protein		ENSP00000002829
				biolink:Gene		ENSG00000103316
				biolink:Protein		ENSP00000219599
				biolink:Gene		ENSG00000131264
				biolink:Protein		ENSP00000362613
				biolink:Gene		ENSG00000130723
				biolink:Protein		ENSP00000349856
				biolink:Protein		ENSP00000454699
				biolink:Gene		ENSG00000167910
				biolink:Protein		ENSP00000301645
				biolink:Gene		ENSG00000135472
				biolink:Protein		ENSP00000321951
				biolink:Gene		ENSG00000120437
				biolink:Protein		ENSP00000356015
				biolink:Gene		ENSG00000119004
				biolink:Protein		ENSP00000348380
				biolink:Gene		ENSG00000204231
				biolink:Protein		ENSP00000363817
				biolink:Gene		ENSG00000120889
				biolink:Protein		ENSP00000276431
				biolink:Gene		ENSG00000146233
				biolink:Protein		ENSP00000275016
				biolink:Gene		ENSG00000163092
				biolink:Protein		ENSP00000386840
				biolink:Gene		ENSG00000213759
				biolink:Protein		ENSP00000387683
				biolink:Gene		ENSG00000186526
				biolink:Protein		ENSP00000477567
				biolink:Gene		ENSG00000086696
				biolink:Protein		ENSP00000199936
				biolink:Gene		ENSG00000012504
				biolink:Protein		ENSP00000447149
				biolink:Gene		ENSG00000100241
				biolink:Protein		ENSP00000370196
				biolink:Gene		ENSG00000138685
				biolink:Protein		ENSP00000264498
				biolink:Gene		ENSG00000131910
				biolink:Protein		ENSP00000254227
				biolink:Gene		ENSG00000144524
				biolink:Protein		ENSP00000362710
				biolink:Gene		ENSG00000067113
				biolink:Protein		ENSP00000264775
				biolink:Gene		ENSG00000006576
				biolink:Protein		ENSP00000403042
				biolink:Gene		ENSG00000120992
				biolink:Protein		ENSP00000320043
				biolink:Gene		ENSG00000170271
				biolink:Protein		ENSP00000320604
				biolink:Gene		ENSG00000154016
				biolink:Protein		ENSP00000284154
				biolink:Gene		ENSG00000137090
				biolink:Protein		ENSP00000371711
				biolink:Gene		ENSG00000125304
				biolink:Protein		ENSP00000365567
				biolink:Gene		ENSG00000038295
				biolink:Protein		ENSP00000061240
				biolink:Gene		ENSG00000113070
				biolink:Protein		ENSP00000230990
				biolink:Gene		ENSG00000163933
				biolink:Protein		ENSP00000296292
				biolink:Gene		ENSG00000159063
				biolink:Protein		ENSP00000299626
				biolink:Protein		ENSP00000443551
				biolink:Gene		ENSG00000133935
				biolink:Protein		ENSP00000256319
				biolink:Gene		ENSG00000182255
				biolink:Protein		ENSP00000328511
				biolink:Gene		ENSG00000198963
				biolink:Protein		ENSP00000366093
				biolink:Gene		ENSG00000159348
				biolink:Protein		ENSP00000356218
				biolink:Gene		ENSG00000054803
				biolink:Protein		ENSP00000064571
				biolink:Gene		ENSG00000100918
				biolink:Protein		ENSP00000482546
				biolink:Gene		ENSG00000143631
				biolink:Protein		ENSP00000357789
				biolink:Gene		ENSG00000133313
				biolink:Protein		ENSP00000325548
				biolink:Gene		ENSG00000108602
				biolink:Protein		ENSP00000411821
				biolink:Protein		ENSP00000337915
				biolink:Gene		ENSG00000086848
				biolink:Protein		ENSP00000482437
				biolink:Gene		ENSG00000105996
				biolink:Protein		ENSP00000222718
				biolink:Gene		ENSG00000140459
				biolink:Protein		ENSP00000268053
				biolink:Gene		ENSG00000147535
				biolink:Protein		ENSP00000392553
				biolink:Protein		ENSP00000473444
				biolink:Gene		ENSG00000162365
				biolink:Protein		ENSP00000360958
				biolink:Gene		ENSG00000262664
				biolink:Protein		ENSP00000461388
				biolink:Gene		ENSG00000105875
				biolink:Protein		ENSP00000346466
				biolink:Gene		ENSG00000104899
				biolink:Protein		ENSP00000221496
				biolink:Gene		ENSG00000132196
				biolink:Protein		ENSP00000254521
				biolink:Gene		ENSG00000186479
				biolink:Protein		ENSP00000334851
				biolink:Gene		ENSG00000130714
				biolink:Protein		ENSP00000361302
				biolink:Protein		ENSP00000353820
				biolink:Gene		ENSG00000170426
				biolink:Protein		ENSP00000293502
				biolink:Gene		ENSG00000173585
				biolink:Protein		ENSP00000350256
				biolink:Gene		ENSG00000244122
				biolink:Protein		ENSP00000362525
				biolink:Gene		ENSG00000172817
				biolink:Protein		ENSP00000310721
				biolink:Gene		ENSG00000175264
				biolink:Protein		ENSP00000309270
				biolink:Gene		ENSG00000072210
				biolink:Protein		ENSP00000345774
				biolink:Gene		ENSG00000147174
				biolink:Protein		ENSP00000362799
				biolink:Gene		ENSG00000079215
				biolink:Protein		ENSP00000265113
				biolink:Gene		ENSG00000166924
				biolink:Protein		ENSP00000300179
				biolink:Gene		ENSG00000185686
				biolink:Protein		ENSP00000445675
				biolink:Gene		ENSG00000130385
				biolink:Protein		ENSP00000252677
				biolink:Gene		ENSG00000184937
				biolink:Protein		ENSP00000331327
				biolink:Gene		ENSG00000036530
				biolink:Protein		ENSP00000261835
				biolink:Gene		ENSG00000180660
				biolink:Protein		ENSP00000369251
				biolink:Gene		ENSG00000240771
				biolink:Protein		ENSP00000335560
				biolink:Gene		ENSG00000159387
				biolink:Protein		ENSP00000290552
				biolink:Gene		ENSG00000118733
				biolink:Protein		ENSP00000345192
				biolink:Gene		ENSG00000167165
				biolink:Protein		ENSP00000303174
				biolink:Gene		ENSG00000118271
				biolink:Protein		ENSP00000237014
				biolink:Gene		ENSG00000188372
				biolink:Protein		ENSP00000378326
				biolink:Gene		ENSG00000183779
				biolink:Protein		ENSP00000332325
				biolink:Gene		ENSG00000157404
				biolink:Protein		ENSP00000288135
				biolink:Gene		ENSG00000277586
				biolink:Protein		ENSP00000482169
				biolink:Gene		ENSG00000076351
				biolink:Protein		ENSP00000480703
				biolink:Gene		ENSG00000181965
				biolink:Protein		ENSP00000317580
				biolink:Gene		ENSG00000109929
				biolink:Protein		ENSP00000264027
				biolink:Gene		ENSG00000007372
				biolink:Protein		ENSP00000404100
				biolink:Gene		ENSG00000113643
				biolink:Protein		ENSP00000231572
				biolink:Gene		ENSG00000112972
