Gene_A	Gene_B	Weight
ENSG00000125356	ENSG00000198886	2.3E-2
ENSG00000128609	ENSG00000198886	2.3E-2
ENSG00000281434	ENSG00000198886	2E-2
ENSG00000131495	ENSG00000198886	2.3E-2
ENSG00000136521	ENSG00000198886	2.3E-2
ENSG00000139180	ENSG00000198886	2.3E-2
ENSG00000140990	ENSG00000198886	2.3E-2
ENSG00000145494	ENSG00000198886	2.3E-2
ENSG00000147123	ENSG00000198886	2.3E-2
ENSG00000147684	ENSG00000198886	2.3E-2
ENSG00000151366	ENSG00000198886	2.3E-2
ENSG00000158864	ENSG00000198886	2.3E-2
ENSG00000160194	ENSG00000198886	2.3E-2
ENSG00000164258	ENSG00000198886	2.3E-2
ENSG00000165264	ENSG00000198886	2.3E-2
ENSG00000166136	ENSG00000198886	2.3E-2
ENSG00000167792	ENSG00000198886	2.3E-2
ENSG00000168653	ENSG00000198886	2.3E-2
ENSG00000278365	ENSG00000198886	2.3E-2
ENSG00000174886	ENSG00000198886	2.3E-2
ENSG00000178127	ENSG00000198886	2.3E-2
ENSG00000183648	ENSG00000198886	2.3E-2
ENSG00000184752	ENSG00000198886	2.3E-2
ENSG00000281013	ENSG00000198886	2.3E-2
ENSG00000186010	ENSG00000198886	2.3E-2
ENSG00000189043	ENSG00000198886	2.3E-2
ENSG00000198695	ENSG00000198886	2.3E-2
ENSG00000198763	ENSG00000198886	2.3E-2
ENSG00000198786	ENSG00000198886	2.3E-2
ENSG00000198840	ENSG00000198886	2.3E-2
ENSG00000004779	ENSG00000198888	2.3E-2
ENSG00000283447	ENSG00000198888	2.3E-2
ENSG00000065518	ENSG00000198888	2.3E-2
ENSG00000090266	ENSG00000198888	2.3E-2
ENSG00000099795	ENSG00000198888	2.3E-2
ENSG00000109390	ENSG00000198888	2.3E-2
ENSG00000110717	ENSG00000198888	2.3E-2
ENSG00000115286	ENSG00000198888	2.3E-2
ENSG00000119013	ENSG00000198888	2.3E-2
ENSG00000119421	ENSG00000198888	2.3E-2
ENSG00000125356	ENSG00000198888	2.3E-2
ENSG00000128609	ENSG00000198888	2.3E-2
ENSG00000281434	ENSG00000198888	2E-2
ENSG00000131495	ENSG00000198888	2.3E-2
ENSG00000136521	ENSG00000198888	2.3E-2
ENSG00000139180	ENSG00000198888	2.3E-2
ENSG00000140990	ENSG00000198888	2.3E-2
ENSG00000145494	ENSG00000198888	2.3E-2
ENSG00000147123	ENSG00000198888	2.3E-2
ENSG00000147684	ENSG00000198888	2.3E-2
ENSG00000151366	ENSG00000198888	2.3E-2
ENSG00000158864	ENSG00000198888	2.3E-2
ENSG00000160194	ENSG00000198888	2.3E-2
ENSG00000164258	ENSG00000198888	2.3E-2
ENSG00000165264	ENSG00000198888	2.3E-2
ENSG00000166136	ENSG00000198888	2.3E-2
ENSG00000167792	ENSG00000198888	2.3E-2
ENSG00000168653	ENSG00000198888	2.3E-2
ENSG00000278365	ENSG00000198888	2.3E-2
ENSG00000174886	ENSG00000198888	2.3E-2
ENSG00000178127	ENSG00000198888	2.3E-2
ENSG00000183648	ENSG00000198888	2.3E-2
ENSG00000184752	ENSG00000198888	2.3E-2
ENSG00000281013	ENSG00000198888	2.3E-2
ENSG00000186010	ENSG00000198888	2.3E-2
ENSG00000189043	ENSG00000198888	2.3E-2
ENSG00000198695	ENSG00000198888	2.3E-2
ENSG00000198763	ENSG00000198888	2.3E-2
ENSG00000198786	ENSG00000198888	2.3E-2
ENSG00000198840	ENSG00000198888	2.3E-2
ENSG00000198886	ENSG00000198888	2.3E-2
ENSG00000099624	ENSG00000198899	7.1E-2
ENSG00000110955	ENSG00000198899	7.1E-2
ENSG00000116459	ENSG00000198899	7.1E-2
ENSG00000124172	ENSG00000198899	7.1E-2
ENSG00000152234	ENSG00000198899	7.1E-2
ENSG00000154723	ENSG00000198899	7.1E-2
ENSG00000159199	ENSG00000198899	7.1E-2
ENSG00000165629	ENSG00000198899	7.1E-2
ENSG00000167283	ENSG00000198899	7.1E-2
ENSG00000167863	ENSG00000198899	7.1E-2
ENSG00000169020	ENSG00000198899	7.1E-2
ENSG00000125538	ENSG00000198909	6.1E-1
ENSG00000161011	ENSG00000198909	3.2E-1
ENSG00000006125	ENSG00000198910	2.5E-2
ENSG00000010017	ENSG00000198910	2.5E-1
ENSG00000018236	ENSG00000198910	7.3E-2
ENSG00000070770	ENSG00000198910	2.5E-1
ENSG00000091136	ENSG00000198910	1.1E-1
ENSG00000092820	ENSG00000198910	7E-2
ENSG00000092964	ENSG00000198910	9.9E-2
ENSG00000100030	ENSG00000198910	4.4E-2
ENSG00000101266	ENSG00000198910	2.5E-1
ENSG00000101680	ENSG00000198910	1.1E-1
ENSG00000107295	ENSG00000198910	2.5E-2
ENSG00000281877	ENSG00000198910	2.5E-1
ENSG00000130287	ENSG00000198910	1.3E-1
ENSG00000133216	ENSG00000198910	2.5E-1
ENSG00000133961	ENSG00000198910	9.9E-2
ENSG00000135862	ENSG00000198910	1.1E-1
ENSG00000146648	ENSG00000198910	2.9E-2
ENSG00000149294	ENSG00000198910	2.4E-2
ENSG00000170017	ENSG00000198910	2.5E-1
ENSG00000184144	ENSG00000198910	8.2E-2
ENSG00000187164	ENSG00000198910	2.5E-1
ENSG00000005007	ENSG00000198918	1.4E-2
ENSG00000037241	ENSG00000198918	1E-2
ENSG00000063177	ENSG00000198918	1E-2
ENSG00000067167	ENSG00000198918	1.4E-2
ENSG00000070366	ENSG00000198918	1.3E-2
ENSG00000070756	ENSG00000198918	8.8E-3
ENSG00000083845	ENSG00000198918	8.3E-3
ENSG00000089009	ENSG00000198918	1E-2
ENSG00000089157	ENSG00000198918	1E-2
ENSG00000100316	ENSG00000198918	1E-2
ENSG00000100883	ENSG00000198918	1.4E-2
ENSG00000105372	ENSG00000198918	8.3E-3
ENSG00000105568	ENSG00000198918	7.3E-3
ENSG00000105640	ENSG00000198918	1E-2
ENSG00000105771	ENSG00000198918	1.3E-2
ENSG00000106803	ENSG00000198918	1.4E-2
ENSG00000108107	ENSG00000198918	1E-2
ENSG00000108349	ENSG00000198918	1.3E-2
ENSG00000109475	ENSG00000198918	1E-2
ENSG00000112306	ENSG00000198918	8.3E-3
ENSG00000113575	ENSG00000198918	1.4E-2
ENSG00000114503	ENSG00000198918	5.5E-3
ENSG00000114850	ENSG00000198918	1.4E-2
ENSG00000114867	ENSG00000198918	8.3E-3
ENSG00000115268	ENSG00000198918	8.3E-3
ENSG00000116251	ENSG00000198918	1E-2
ENSG00000116698	ENSG00000198918	1.4E-2
ENSG00000118705	ENSG00000198918	1.3E-2
ENSG00000120705	ENSG00000198918	1.3E-2
ENSG00000122026	ENSG00000198918	1E-2
ENSG00000122406	ENSG00000198918	1E-2
ENSG00000124614	ENSG00000198918	8.3E-3
ENSG00000124783	ENSG00000198918	1.4E-2
ENSG00000125820	ENSG00000198918	1.7E-2
ENSG00000129824	ENSG00000198918	8.3E-3
ENSG00000130255	ENSG00000198918	1E-2
ENSG00000132432	ENSG00000198918	1.4E-2
ENSG00000136937	ENSG00000198918	5.5E-3
ENSG00000136942	ENSG00000198918	1E-2
ENSG00000137818	ENSG00000198918	1E-2
ENSG00000139515	ENSG00000198918	1.3E-2
ENSG00000140319	ENSG00000198918	1.3E-2
ENSG00000140986	ENSG00000198918	1E-2
ENSG00000140988	ENSG00000198918	8.4E-3
ENSG00000141543	ENSG00000198918	1.4E-2
ENSG00000142541	ENSG00000198918	8.4E-3
ENSG00000143742	ENSG00000198918	1.4E-2
ENSG00000144867	ENSG00000198918	1.4E-2
ENSG00000145592	ENSG00000198918	1E-2
ENSG00000147403	ENSG00000198918	1E-2
ENSG00000147604	ENSG00000198918	1E-2
ENSG00000149273	ENSG00000198918	8.4E-3
ENSG00000151461	ENSG00000198918	1.3E-2
ENSG00000153037	ENSG00000198918	1.3E-2
ENSG00000156508	ENSG00000198918	1.8E-2
ENSG00000157106	ENSG00000198918	1.4E-2
ENSG00000158417	ENSG00000198918	1.8E-2
ENSG00000162244	ENSG00000198918	1E-2
ENSG00000162385	ENSG00000198918	6.4E-3
ENSG00000163479	ENSG00000198918	1.4E-2
ENSG00000163682	ENSG00000198918	1E-2
ENSG00000163902	ENSG00000198918	1.3E-2
ENSG00000166441	ENSG00000198918	1E-2
ENSG00000167447	ENSG00000198918	1.3E-2
ENSG00000167526	ENSG00000198918	1.2E-2
ENSG00000167658	ENSG00000198918	2.4E-2
ENSG00000167881	ENSG00000198918	1.3E-2
ENSG00000168028	ENSG00000198918	8.4E-3
ENSG00000278270	ENSG00000198918	8.3E-3
ENSG00000171858	ENSG00000198918	8.3E-3
ENSG00000172179	ENSG00000198918	1.6E-2
ENSG00000173674	ENSG00000198918	1.3E-2
ENSG00000174444	ENSG00000198918	1E-2
ENSG00000174780	ENSG00000198918	1.4E-2
ENSG00000177600	ENSG00000198918	1E-2
ENSG00000177954	ENSG00000198918	5.8E-3
ENSG00000180879	ENSG00000198918	1.4E-2
ENSG00000182759	ENSG00000198918	1.8E-2
ENSG00000278229	ENSG00000198918	8.3E-3
ENSG00000182899	ENSG00000198918	1E-2
ENSG00000182934	ENSG00000198918	1.4E-2
ENSG00000188846	ENSG00000198918	1E-2
ENSG00000189369	ENSG00000198918	1.3E-2
ENSG00000197958	ENSG00000198918	1E-2
ENSG00000090372	ENSG00000198931	1.1E-1
ENSG00000111775	ENSG00000198938	7.9E-2
ENSG00000115944	ENSG00000198938	7.9E-2
ENSG00000126267	ENSG00000198938	7.9E-2
ENSG00000127184	ENSG00000198938	7.9E-2
ENSG00000131143	ENSG00000198938	7.9E-2
ENSG00000131174	ENSG00000198938	7.9E-2
ENSG00000135940	ENSG00000198938	7.9E-2
ENSG00000164919	ENSG00000198938	7.9E-2
ENSG00000172115	ENSG00000198938	4.4E-2
ENSG00000176340	ENSG00000198938	7.9E-2
ENSG00000178741	ENSG00000198938	7.9E-2
ENSG00000198712	ENSG00000198938	7.9E-2
ENSG00000198804	ENSG00000198938	7.9E-2
ENSG00000026025	ENSG00000198947	1.6E-1
ENSG00000103490	ENSG00000198947	1.9E-2
ENSG00000136842	ENSG00000198947	1.6E-1
ENSG00000283186	ENSG00000198947	1.6E-1
ENSG00000173991	ENSG00000198947	1.6E-1
ENSG00000175084	ENSG00000198947	1.6E-1
ENSG00000183091	ENSG00000198947	1.6E-1
ENSG00000005007	ENSG00000198952	1.9E-2
ENSG00000037241	ENSG00000198952	1.4E-2
ENSG00000063177	ENSG00000198952	1.4E-2
ENSG00000070366	ENSG00000198952	1.8E-2
ENSG00000070756	ENSG00000198952	1.2E-2
ENSG00000083845	ENSG00000198952	1.1E-2
ENSG00000089009	ENSG00000198952	1.4E-2
ENSG00000089157	ENSG00000198952	1.4E-2
ENSG00000100316	ENSG00000198952	1.4E-2
ENSG00000105372	ENSG00000198952	1.1E-2
ENSG00000105568	ENSG00000198952	9.9E-3
ENSG00000105640	ENSG00000198952	1.4E-2
ENSG00000105771	ENSG00000198952	1.8E-2
ENSG00000108107	ENSG00000198952	1.4E-2
ENSG00000108349	ENSG00000198952	1.8E-2
ENSG00000109475	ENSG00000198952	1.4E-2
ENSG00000112306	ENSG00000198952	1.1E-2
ENSG00000113575	ENSG00000198952	1.9E-2
ENSG00000114503	ENSG00000198952	7.5E-3
ENSG00000114867	ENSG00000198952	1.1E-2
ENSG00000115268	ENSG00000198952	1.1E-2
ENSG00000116251	ENSG00000198952	1.4E-2
ENSG00000116698	ENSG00000198952	1.9E-2
ENSG00000120705	ENSG00000198952	1.8E-2
ENSG00000122026	ENSG00000198952	1.4E-2
ENSG00000122406	ENSG00000198952	1.4E-2
ENSG00000124614	ENSG00000198952	1.1E-2
ENSG00000129824	ENSG00000198952	1.1E-2
ENSG00000130255	ENSG00000198952	1.4E-2
ENSG00000136937	ENSG00000198952	7.5E-3
ENSG00000136942	ENSG00000198952	1.4E-2
ENSG00000137818	ENSG00000198952	1.4E-2
ENSG00000140986	ENSG00000198952	1.4E-2
ENSG00000140988	ENSG00000198952	1.1E-2
ENSG00000141543	ENSG00000198952	1.9E-2
ENSG00000142541	ENSG00000198952	1.1E-2
ENSG00000145592	ENSG00000198952	1.4E-2
ENSG00000147403	ENSG00000198952	1.4E-2
ENSG00000147604	ENSG00000198952	1.4E-2
ENSG00000149273	ENSG00000198952	1.1E-2
ENSG00000151461	ENSG00000198952	1.8E-2
ENSG00000162244	ENSG00000198952	1.4E-2
ENSG00000162385	ENSG00000198952	8.7E-3
ENSG00000163682	ENSG00000198952	1.4E-2
ENSG00000166441	ENSG00000198952	1.4E-2
ENSG00000167447	ENSG00000198952	1.8E-2
ENSG00000167526	ENSG00000198952	1.7E-2
ENSG00000168028	ENSG00000198952	1.1E-2
ENSG00000278270	ENSG00000198952	1.1E-2
ENSG00000171858	ENSG00000198952	1.1E-2
ENSG00000174444	ENSG00000198952	1.4E-2
ENSG00000177600	ENSG00000198952	1.4E-2
ENSG00000177954	ENSG00000198952	7.9E-3
ENSG00000278229	ENSG00000198952	1.1E-2
ENSG00000182899	ENSG00000198952	1.4E-2
ENSG00000188846	ENSG00000198952	1.4E-2
ENSG00000189369	ENSG00000198952	1.8E-2
ENSG00000197958	ENSG00000198952	1.4E-2
ENSG00000198918	ENSG00000198952	1.4E-2
ENSG00000088926	ENSG00000203618	1.2E-1
ENSG00000101981	ENSG00000203618	8.8E-2
ENSG00000103490	ENSG00000203618	1.2E-2
ENSG00000110799	ENSG00000203618	9.2E-2
ENSG00000131187	ENSG00000203618	1.1E-1
ENSG00000145675	ENSG00000203618	1.1E-1
ENSG00000164924	ENSG00000203618	1.3E-1
ENSG00000169704	ENSG00000203618	7.1E-2
ENSG00000178732	ENSG00000203618	7.1E-2
ENSG00000180210	ENSG00000203618	8.3E-2
ENSG00000185245	ENSG00000203618	7.7E-2
ENSG00000196924	ENSG00000203618	1.4E-1
ENSG00000115657	ENSG00000203812	1E0
ENSG00000006634	ENSG00000204086	4E-2
ENSG00000014138	ENSG00000204086	3.1E-2
ENSG00000065328	ENSG00000204086	3.8E-2
ENSG00000073111	ENSG00000204086	3.5E-2
ENSG00000076003	ENSG00000204086	3.4E-2
ENSG00000085840	ENSG00000204086	3.7E-2
ENSG00000091651	ENSG00000204086	3.7E-2
ENSG00000093009	ENSG00000204086	3.6E-2
ENSG00000094804	ENSG00000204086	3.1E-2
ENSG00000097046	ENSG00000204086	4E-2
ENSG00000100297	ENSG00000204086	3.4E-2
ENSG00000100479	ENSG00000204086	3.5E-2
ENSG00000101868	ENSG00000204086	3.2E-2
ENSG00000104738	ENSG00000204086	3.4E-2
ENSG00000106399	ENSG00000204086	1.7E-2
ENSG00000112118	ENSG00000204086	3.4E-2
ENSG00000115942	ENSG00000204086	3.8E-2
ENSG00000115947	ENSG00000204086	3.7E-2
ENSG00000117748	ENSG00000204086	1.9E-2
ENSG00000123374	ENSG00000204086	1.9E-2
ENSG00000132383	ENSG00000204086	1.9E-2
ENSG00000135336	ENSG00000204086	3.8E-2
ENSG00000146143	ENSG00000204086	3.1E-2
ENSG00000164815	ENSG00000204086	3.7E-2
ENSG00000166508	ENSG00000204086	3.5E-2
ENSG00000177084	ENSG00000204086	4.4E-2
ENSG00000198056	ENSG00000204086	3.1E-2
ENSG00000101132	ENSG00000237335	8E-2
ENSG00000113068	ENSG00000237335	8E-2
ENSG00000115484	ENSG00000237335	7E-2
ENSG00000120438	ENSG00000237335	7E-2
ENSG00000123349	ENSG00000237335	8E-2
ENSG00000135624	ENSG00000237335	7E-2
ENSG00000143256	ENSG00000237335	8E-2
ENSG00000146731	ENSG00000237335	7E-2
ENSG00000150753	ENSG00000237335	7E-2
ENSG00000155959	ENSG00000237335	8E-2
ENSG00000156261	ENSG00000237335	7E-2
ENSG00000163468	ENSG00000237335	7E-2
ENSG00000166226	ENSG00000237335	7E-2
ENSG00000004897	ENSG00000236443	1.4E-2
ENSG00000008018	ENSG00000236443	1.3E-2
ENSG00000281221	ENSG00000236443	1.4E-2
ENSG00000041357	ENSG00000236443	1.3E-2
ENSG00000053900	ENSG00000236443	1.2E-2
ENSG00000068079	ENSG00000236443	2.3E-2
ENSG00000068745	ENSG00000236443	2.3E-2
ENSG00000068878	ENSG00000236443	1.3E-2
ENSG00000072401	ENSG00000236443	1.1E-2
ENSG00000087191	ENSG00000236443	1.4E-2
ENSG00000089053	ENSG00000236443	1.2E-2
ENSG00000092010	ENSG00000236443	1.3E-2
ENSG00000094880	ENSG00000236443	1.4E-2
ENSG00000095261	ENSG00000236443	1.3E-2
ENSG00000099341	ENSG00000236443	1.3E-2
ENSG00000100519	ENSG00000236443	1.4E-2
ENSG00000100567	ENSG00000236443	1.3E-2
ENSG00000100764	ENSG00000236443	1.4E-2
ENSG00000100804	ENSG00000236443	1.3E-2
ENSG00000100902	ENSG00000236443	1.3E-2
ENSG00000100911	ENSG00000236443	1.3E-2
ENSG00000101182	ENSG00000236443	1.3E-2
ENSG00000101843	ENSG00000236443	1.3E-2
ENSG00000103035	ENSG00000236443	1.3E-2
ENSG00000105325	ENSG00000236443	1.2E-2
ENSG00000106588	ENSG00000236443	1.3E-2
ENSG00000108344	ENSG00000236443	1.4E-2
ENSG00000108671	ENSG00000236443	1.4E-2
ENSG00000110801	ENSG00000236443	1.3E-2
ENSG00000115233	ENSG00000236443	1.3E-2
ENSG00000119917	ENSG00000236443	2.5E-2
ENSG00000119922	ENSG00000236443	2.5E-2
ENSG00000120738	ENSG00000236443	2.3E-2
ENSG00000125818	ENSG00000236443	1.3E-2
ENSG00000126067	ENSG00000236443	1.3E-2
ENSG00000126709	ENSG00000236443	2.3E-2
ENSG00000129084	ENSG00000236443	1.3E-2
ENSG00000130177	ENSG00000236443	1.4E-2
ENSG00000131467	ENSG00000236443	1.3E-2
ENSG00000132530	ENSG00000236443	2.3E-2
ENSG00000135828	ENSG00000236443	2.3E-2
ENSG00000136930	ENSG00000236443	1.3E-2
ENSG00000141552	ENSG00000236443	1.1E-2
ENSG00000142089	ENSG00000236443	2.3E-2
ENSG00000142507	ENSG00000236443	1.3E-2
ENSG00000143106	ENSG00000236443	1.3E-2
ENSG00000145604	ENSG00000236443	1.2E-2
ENSG00000153107	ENSG00000236443	1.4E-2
ENSG00000154611	ENSG00000236443	1.3E-2
ENSG00000159352	ENSG00000236443	1.3E-2
ENSG00000159377	ENSG00000236443	1.3E-2
ENSG00000160710	ENSG00000236443	2.3E-2
ENSG00000161057	ENSG00000236443	1.4E-2
ENSG00000162645	ENSG00000236443	2.3E-2
ENSG00000163636	ENSG00000236443	1.3E-2
ENSG00000164162	ENSG00000236443	1.2E-2
ENSG00000165916	ENSG00000236443	1.4E-2
ENSG00000275214	ENSG00000236443	2.3E-2
ENSG00000170142	ENSG00000236443	1.1E-2
ENSG00000170581	ENSG00000236443	1.8E-2
ENSG00000172183	ENSG00000236443	2.3E-2
ENSG00000173692	ENSG00000236443	1.4E-2
ENSG00000175063	ENSG00000236443	1.1E-2
ENSG00000175166	ENSG00000236443	1.4E-2
ENSG00000176248	ENSG00000236443	1.4E-2
ENSG00000176386	ENSG00000236443	1.2E-2
ENSG00000185201	ENSG00000236443	2.3E-2
ENSG00000185627	ENSG00000236443	1.4E-2
ENSG00000185745	ENSG00000236443	2.5E-2
ENSG00000185885	ENSG00000236443	1.9E-2
ENSG00000187608	ENSG00000236443	1.7E-2
ENSG00000196510	ENSG00000236443	1.3E-2
ENSG00000197170	ENSG00000236443	1.4E-2
ENSG00000236490	ENSG00000237599	2.4E-1
ENSG00000273686	ENSG00000237599	5.2E-2
ENSG00000167004	ENSG00000237599	2E-1
ENSG00000232367	ENSG00000237599	2.4E-1
ENSG00000179218	ENSG00000237599	2E-1
ENSG00000173039	ENSG00000237405	7.6E-1
ENSG00000009950	ENSG00000236873	2.8E-1
ENSG00000108788	ENSG00000236873	4.1E-1
ENSG00000005075	ENSG00000233801	1.4E-2
ENSG00000011007	ENSG00000233801	3.9E-2
ENSG00000020426	ENSG00000233801	1.8E-2
ENSG00000047315	ENSG00000233801	1.4E-2
ENSG00000282752	ENSG00000233801	3.8E-2
ENSG00000082258	ENSG00000233801	3.8E-2
ENSG00000092201	ENSG00000233801	3.9E-2
ENSG00000099817	ENSG00000233801	1.1E-2
ENSG00000101158	ENSG00000233801	3.8E-2
ENSG00000102978	ENSG00000233801	1.4E-2
ENSG00000103363	ENSG00000233801	3.7E-2
ENSG00000104884	ENSG00000233801	1.8E-2
ENSG00000105258	ENSG00000233801	1.4E-2
ENSG00000105656	ENSG00000233801	3.9E-2
ENSG00000110768	ENSG00000233801	1.8E-2
ENSG00000111358	ENSG00000233801	1.8E-2
ENSG00000114503	ENSG00000233801	1.1E-2
ENSG00000125651	ENSG00000233801	1.4E-2
ENSG00000129315	ENSG00000233801	3.8E-2
ENSG00000277273	ENSG00000233801	1.8E-2
ENSG00000134480	ENSG00000233801	1.9E-2
ENSG00000136807	ENSG00000233801	3.8E-2
ENSG00000136937	ENSG00000233801	1.1E-2
ENSG00000144231	ENSG00000233801	1.4E-2
ENSG00000276910	ENSG00000233801	1.8E-2
ENSG00000147669	ENSG00000233801	1E-2
ENSG00000149136	ENSG00000233801	3.9E-2
ENSG00000154582	ENSG00000233801	3.7E-2
ENSG00000163161	ENSG00000233801	1.8E-2
ENSG00000163882	ENSG00000233801	1E-2
ENSG00000181222	ENSG00000233801	1.4E-2
ENSG00000185049	ENSG00000233801	3.8E-2
ENSG00000187735	ENSG00000233801	3.3E-2
ENSG00000188342	ENSG00000233801	1.4E-2
ENSG00000188986	ENSG00000233801	3.8E-2
ENSG00000125730	ENSG00000243649	4.3E-1
ENSG00000073578	ENSG00000204370	3.3E-1
ENSG00000117118	ENSG00000204370	3.3E-1
ENSG00000143252	ENSG00000204370	3.3E-1
ENSG00000103168	ENSG00000238134	1.3E-1
ENSG00000108312	ENSG00000238134	1.2E-1
ENSG00000115750	ENSG00000238134	1.3E-1
ENSG00000125482	ENSG00000238134	1.4E-1
ENSG00000143498	ENSG00000238134	1.3E-1
ENSG00000051180	ENSG00000237333	7.7E-2
ENSG00000057468	ENSG00000237333	9.5E-2
ENSG00000076242	ENSG00000237333	1.1E-1
ENSG00000100206	ENSG00000237333	7.1E-2
ENSG00000106399	ENSG00000237333	2.2E-2
ENSG00000117748	ENSG00000237333	2.5E-2
ENSG00000119684	ENSG00000237333	9.8E-2
ENSG00000123374	ENSG00000237333	2.4E-2
ENSG00000132383	ENSG00000237333	2.5E-2
ENSG00000135446	ENSG00000237333	4.6E-2
ENSG00000139618	ENSG00000237333	6.1E-2
ENSG00000149311	ENSG00000237333	6.1E-2
ENSG00000168148	ENSG00000237333	3.6E-2
ENSG00000177302	ENSG00000237333	7.7E-2
ENSG00000188486	ENSG00000237333	5.1E-2
ENSG00000197299	ENSG00000237333	1E-1
ENSG00000198910	ENSG00000232960	2.5E-1
ENSG00000125779	ENSG00000231825	1E0
ENSG00000011600	ENSG00000237022	1.2E-1
ENSG00000278821	ENSG00000237022	4.6E-1
ENSG00000273686	ENSG00000237022	4.6E-2
ENSG00000273686	ENSG00000236632	2.5E-1
ENSG00000273686	ENSG00000276051	9.6E-2
ENSG00000278606	ENSG00000276051	7.9E-1
ENSG00000132911	ENSG00000204640	1E0
ENSG00000120675	ENSG00000237112	1.4E-1
ENSG00000136928	ENSG00000237112	7.2E-1
ENSG00000064300	ENSG00000205155	2.8E-1
ENSG00000134259	ENSG00000205155	1.7E-1
ENSG00000004897	ENSG00000205220	1.9E-2
ENSG00000008018	ENSG00000205220	1.7E-2
ENSG00000281221	ENSG00000205220	1.8E-2
ENSG00000041357	ENSG00000205220	1.7E-2
ENSG00000053900	ENSG00000205220	1.6E-2
ENSG00000068878	ENSG00000205220	1.7E-2
ENSG00000072401	ENSG00000205220	1.5E-2
ENSG00000087191	ENSG00000205220	1.8E-2
ENSG00000089053	ENSG00000205220	1.6E-2
ENSG00000092010	ENSG00000205220	1.7E-2
ENSG00000094880	ENSG00000205220	1.9E-2
ENSG00000095261	ENSG00000205220	1.7E-2
ENSG00000099341	ENSG00000205220	1.7E-2
ENSG00000100519	ENSG00000205220	1.8E-2
ENSG00000100567	ENSG00000205220	1.7E-2
ENSG00000100764	ENSG00000205220	1.9E-2
ENSG00000100804	ENSG00000205220	1.7E-2
ENSG00000100902	ENSG00000205220	1.7E-2
ENSG00000100911	ENSG00000205220	1.7E-2
ENSG00000101182	ENSG00000205220	1.7E-2
ENSG00000101843	ENSG00000205220	1.7E-2
ENSG00000103035	ENSG00000205220	1.7E-2
ENSG00000105325	ENSG00000205220	1.6E-2
ENSG00000106588	ENSG00000205220	1.7E-2
ENSG00000108344	ENSG00000205220	1.8E-2
ENSG00000108671	ENSG00000205220	1.8E-2
ENSG00000110801	ENSG00000205220	1.7E-2
ENSG00000115233	ENSG00000205220	1.7E-2
ENSG00000125818	ENSG00000205220	1.7E-2
ENSG00000126067	ENSG00000205220	1.7E-2
ENSG00000129084	ENSG00000205220	1.7E-2
ENSG00000130177	ENSG00000205220	1.9E-2
ENSG00000131467	ENSG00000205220	1.7E-2
ENSG00000136930	ENSG00000205220	1.7E-2
ENSG00000141552	ENSG00000205220	1.5E-2
ENSG00000142507	ENSG00000205220	1.7E-2
ENSG00000143106	ENSG00000205220	1.7E-2
ENSG00000145604	ENSG00000205220	1.6E-2
ENSG00000153107	ENSG00000205220	1.9E-2
ENSG00000154611	ENSG00000205220	1.7E-2
ENSG00000159352	ENSG00000205220	1.7E-2
ENSG00000159377	ENSG00000205220	1.7E-2
ENSG00000161057	ENSG00000205220	1.8E-2
ENSG00000163636	ENSG00000205220	1.7E-2
ENSG00000164162	ENSG00000205220	1.6E-2
ENSG00000165916	ENSG00000205220	1.8E-2
ENSG00000170142	ENSG00000205220	1.5E-2
ENSG00000173692	ENSG00000205220	1.8E-2
ENSG00000175063	ENSG00000205220	1.5E-2
ENSG00000175166	ENSG00000205220	1.9E-2
ENSG00000176248	ENSG00000205220	1.9E-2
ENSG00000176386	ENSG00000205220	1.5E-2
ENSG00000185627	ENSG00000205220	1.8E-2
ENSG00000196510	ENSG00000205220	1.7E-2
ENSG00000197170	ENSG00000205220	1.8E-2
ENSG00000236443	ENSG00000205220	1.3E-2
ENSG00000123374	ENSG00000205250	2.6E-1
ENSG00000080839	ENSG00000205659	9.4E-2
ENSG00000094804	ENSG00000205659	4.4E-2
ENSG00000101412	ENSG00000205659	8.2E-2
ENSG00000103479	ENSG00000205659	6.2E-2
ENSG00000131747	ENSG00000205659	9.9E-2
ENSG00000132646	ENSG00000205659	4.9E-2
ENSG00000157540	ENSG00000205659	1.7E-1
ENSG00000162521	ENSG00000205659	5.6E-2
ENSG00000164045	ENSG00000205659	8.6E-2
ENSG00000183814	ENSG00000205659	8.9E-2
ENSG00000189308	ENSG00000205659	8.9E-2
ENSG00000169856	ENSG00000205922	7.9E-1
ENSG00000003756	ENSG00000205937	6.8E-3
ENSG00000005007	ENSG00000205937	8.6E-3
ENSG00000005075	ENSG00000205937	4.4E-3
ENSG00000011304	ENSG00000205937	6.8E-3
ENSG00000030066	ENSG00000205937	4.7E-3
ENSG00000037241	ENSG00000205937	6.3E-3
ENSG00000047315	ENSG00000205937	4.4E-3
ENSG00000047410	ENSG00000205937	8.9E-3
ENSG00000060339	ENSG00000205937	6.8E-3
ENSG00000060688	ENSG00000205937	6.8E-3
ENSG00000063177	ENSG00000205937	6.5E-3
ENSG00000063244	ENSG00000205937	6E-3
ENSG00000065978	ENSG00000205937	6.8E-3
ENSG00000069248	ENSG00000205937	4.7E-3
ENSG00000070366	ENSG00000205937	8.5E-3
ENSG00000070756	ENSG00000205937	5.6E-3
ENSG00000071894	ENSG00000205937	5.9E-3
ENSG00000072501	ENSG00000205937	4.8E-3
