Gene_A	Gene_B	Weight
ENSG00000117724	ENSG00000121621	1.4E-2
ENSG00000120253	ENSG00000121621	8.9E-3
ENSG00000120334	ENSG00000121621	1.4E-2
ENSG00000003400	ENSG00000121858	3.4E-1
ENSG00000003402	ENSG00000121858	7.2E-1
ENSG00000064012	ENSG00000121858	1.4E-1
ENSG00000114013	ENSG00000121879	1.6E-1
ENSG00000005007	ENSG00000122026	1.4E-2
ENSG00000037241	ENSG00000122026	1E-2
ENSG00000063177	ENSG00000122026	1E-2
ENSG00000067167	ENSG00000122026	1.4E-2
ENSG00000070366	ENSG00000122026	1.4E-2
ENSG00000070756	ENSG00000122026	8.9E-3
ENSG00000083845	ENSG00000122026	8.5E-3
ENSG00000089009	ENSG00000122026	1E-2
ENSG00000089157	ENSG00000122026	1E-2
ENSG00000100316	ENSG00000122026	1E-2
ENSG00000100883	ENSG00000122026	1.4E-2
ENSG00000105372	ENSG00000122026	8.5E-3
ENSG00000105568	ENSG00000122026	7.4E-3
ENSG00000105640	ENSG00000122026	1E-2
ENSG00000105771	ENSG00000122026	1.4E-2
ENSG00000106803	ENSG00000122026	1.4E-2
ENSG00000108107	ENSG00000122026	1E-2
ENSG00000108349	ENSG00000122026	1.4E-2
ENSG00000109475	ENSG00000122026	1E-2
ENSG00000112306	ENSG00000122026	8.5E-3
ENSG00000113575	ENSG00000122026	1.4E-2
ENSG00000114503	ENSG00000122026	5.6E-3
ENSG00000114850	ENSG00000122026	1.4E-2
ENSG00000114867	ENSG00000122026	8.4E-3
ENSG00000115268	ENSG00000122026	8.5E-3
ENSG00000116251	ENSG00000122026	1E-2
ENSG00000116698	ENSG00000122026	1.4E-2
ENSG00000118705	ENSG00000122026	1.3E-2
ENSG00000120705	ENSG00000122026	1.4E-2
ENSG00000013503	ENSG00000122034	4.4E-2
ENSG00000058600	ENSG00000122034	4.4E-2
ENSG00000061337	ENSG00000122034	4.4E-2
ENSG00000077235	ENSG00000122034	7.3E-2
ENSG00000099817	ENSG00000122034	1.6E-2
ENSG00000100413	ENSG00000122034	4.4E-2
ENSG00000112592	ENSG00000122034	3.2E-2
ENSG00000115207	ENSG00000122034	7.3E-2
ENSG00000119041	ENSG00000122034	7.3E-2
ENSG00000070761	ENSG00000122194	2.3E-2
ENSG00000099769	ENSG00000122194	1.2E-1
ENSG00000104368	ENSG00000122194	3.5E-1
ENSG00000113905	ENSG00000122194	2.2E-1
ENSG00000095139	ENSG00000122218	1.6E-1
ENSG00000105669	ENSG00000122218	1.6E-1
ENSG00000111481	ENSG00000122218	1.6E-1
ENSG00000117091	ENSG00000122223	1E0
ENSG00000005007	ENSG00000122406	1.4E-2
ENSG00000037241	ENSG00000122406	1E-2
ENSG00000063177	ENSG00000122406	1E-2
ENSG00000067167	ENSG00000122406	1.4E-2
ENSG00000070366	ENSG00000122406	1.4E-2
ENSG00000070756	ENSG00000122406	8.9E-3
ENSG00000083845	ENSG00000122406	8.4E-3
ENSG00000089009	ENSG00000122406	1E-2
ENSG00000089157	ENSG00000122406	1E-2
ENSG00000100316	ENSG00000122406	1E-2
ENSG00000100883	ENSG00000122406	1.4E-2
ENSG00000105372	ENSG00000122406	8.4E-3
ENSG00000105568	ENSG00000122406	7.4E-3
ENSG00000105640	ENSG00000122406	1E-2
ENSG00000105771	ENSG00000122406	1.4E-2
ENSG00000106803	ENSG00000122406	1.4E-2
ENSG00000108107	ENSG00000122406	1E-2
ENSG00000108349	ENSG00000122406	1.4E-2
ENSG00000109475	ENSG00000122406	1E-2
ENSG00000112306	ENSG00000122406	8.4E-3
ENSG00000113575	ENSG00000122406	1.4E-2
ENSG00000114503	ENSG00000122406	5.6E-3
ENSG00000114850	ENSG00000122406	1.4E-2
ENSG00000114867	ENSG00000122406	8.4E-3
ENSG00000115268	ENSG00000122406	8.4E-3
ENSG00000116251	ENSG00000122406	1E-2
ENSG00000116698	ENSG00000122406	1.4E-2
ENSG00000118705	ENSG00000122406	1.3E-2
ENSG00000120705	ENSG00000122406	1.4E-2
ENSG00000122026	ENSG00000122406	1E-2
ENSG00000003756	ENSG00000122566	1.2E-2
ENSG00000005075	ENSG00000122566	7.5E-3
ENSG00000011304	ENSG00000122566	1.2E-2
ENSG00000047315	ENSG00000122566	7.5E-3
ENSG00000060339	ENSG00000122566	1.2E-2
ENSG00000060688	ENSG00000122566	1.2E-2
ENSG00000063244	ENSG00000122566	1E-2
ENSG00000065978	ENSG00000122566	1.2E-2
ENSG00000071894	ENSG00000122566	1E-2
ENSG00000072501	ENSG00000122566	8.2E-3
ENSG00000077312	ENSG00000122566	1.2E-2
ENSG00000087365	ENSG00000122566	1.2E-2
ENSG00000090060	ENSG00000122566	1.2E-2
ENSG00000092199	ENSG00000122566	1.2E-2
ENSG00000099783	ENSG00000122566	1.2E-2
ENSG00000099817	ENSG00000122566	6.2E-3
ENSG00000099995	ENSG00000122566	1.2E-2
ENSG00000100138	ENSG00000122566	1.2E-2
ENSG00000100410	ENSG00000122566	1.2E-2
ENSG00000100650	ENSG00000122566	9.9E-3
ENSG00000100836	ENSG00000122566	1.2E-2
ENSG00000101138	ENSG00000122566	1.2E-2
ENSG00000101161	ENSG00000122566	1.2E-2
ENSG00000101811	ENSG00000122566	1.2E-2
ENSG00000102978	ENSG00000122566	7.5E-3
ENSG00000282947	ENSG00000122566	1.2E-2
ENSG00000104852	ENSG00000122566	1.3E-2
ENSG00000104897	ENSG00000122566	1.2E-2
ENSG00000105258	ENSG00000122566	7.5E-3
ENSG00000105323	ENSG00000122566	1.2E-2
ENSG00000105705	ENSG00000122566	1.2E-2
ENSG00000108883	ENSG00000122566	1.2E-2
ENSG00000111786	ENSG00000122566	9.5E-3
ENSG00000114503	ENSG00000122566	6E-3
ENSG00000115524	ENSG00000122566	1.2E-2
ENSG00000115875	ENSG00000122566	1E-2
ENSG00000116350	ENSG00000122566	9.9E-3
ENSG00000116754	ENSG00000122566	9.9E-3
ENSG00000119203	ENSG00000122566	1E-2
ENSG00000035403	ENSG00000122786	1.2E-1
ENSG00000082781	ENSG00000122786	1.1E-1
ENSG00000089159	ENSG00000122786	9.6E-2
ENSG00000095637	ENSG00000122786	1.1E-1
ENSG00000103490	ENSG00000122786	1.5E-2
ENSG00000120896	ENSG00000122786	1.1E-1
ENSG00000106331	ENSG00000122859	5.4E-1
ENSG00000113905	ENSG00000122861	4.2E-1
ENSG00000002822	ENSG00000122952	1.4E-2
ENSG00000007168	ENSG00000122952	9.1E-3
ENSG00000030066	ENSG00000122952	8.9E-3
ENSG00000031691	ENSG00000122952	1.2E-2
ENSG00000040275	ENSG00000122952	1.4E-2
ENSG00000068796	ENSG00000122952	1.4E-2
ENSG00000069248	ENSG00000122952	8.9E-3
ENSG00000275911	ENSG00000122952	8.9E-3
ENSG00000074054	ENSG00000122952	8.9E-3
ENSG00000075188	ENSG00000122952	9.8E-3
ENSG00000080986	ENSG00000122952	1.5E-2
ENSG00000082898	ENSG00000122952	1.1E-2
ENSG00000086827	ENSG00000122952	1.4E-2
ENSG00000089685	ENSG00000122952	1.5E-2
ENSG00000090273	ENSG00000122952	1.5E-2
ENSG00000100162	ENSG00000122952	1.4E-2
ENSG00000100401	ENSG00000122952	1.5E-2
ENSG00000101367	ENSG00000122952	8.9E-3
ENSG00000102384	ENSG00000122952	1.2E-2
ENSG00000102901	ENSG00000122952	1.4E-2
ENSG00000111581	ENSG00000122952	9.5E-3
ENSG00000115163	ENSG00000122952	1.2E-2
ENSG00000117399	ENSG00000122952	1.1E-2
ENSG00000117697	ENSG00000122952	1.4E-2
ENSG00000117724	ENSG00000122952	1.4E-2
ENSG00000120253	ENSG00000122952	8.9E-3
ENSG00000120334	ENSG00000122952	1.4E-2
ENSG00000121621	ENSG00000122952	1.4E-2
ENSG00000005339	ENSG00000123066	1.9E-2
ENSG00000008838	ENSG00000123066	1.9E-2
ENSG00000042429	ENSG00000123066	1.9E-2
ENSG00000063322	ENSG00000123066	1.9E-2
ENSG00000084676	ENSG00000123066	2E-2
ENSG00000099917	ENSG00000123066	1.9E-2
ENSG00000100393	ENSG00000123066	2E-2
ENSG00000104973	ENSG00000123066	1.9E-2
ENSG00000105085	ENSG00000123066	1.9E-2
ENSG00000108510	ENSG00000123066	1.9E-2
ENSG00000108590	ENSG00000123066	1.9E-2
ENSG00000109819	ENSG00000123066	1.8E-2
ENSG00000112237	ENSG00000123066	1.9E-2
ENSG00000112282	ENSG00000123066	1.9E-2
ENSG00000090372	ENSG00000123096	1.1E-1
ENSG00000002822	ENSG00000123219	1.2E-2
ENSG00000007168	ENSG00000123219	7.8E-3
ENSG00000030066	ENSG00000123219	7.6E-3
ENSG00000031691	ENSG00000123219	1.1E-2
ENSG00000040275	ENSG00000123219	1.2E-2
ENSG00000048649	ENSG00000123219	2.8E-2
ENSG00000068796	ENSG00000123219	1.2E-2
ENSG00000069248	ENSG00000123219	7.6E-3
ENSG00000275911	ENSG00000123219	7.6E-3
ENSG00000074054	ENSG00000123219	7.6E-3
ENSG00000075188	ENSG00000123219	8.4E-3
ENSG00000080986	ENSG00000123219	1.2E-2
ENSG00000082898	ENSG00000123219	9.3E-3
ENSG00000086827	ENSG00000123219	1.2E-2
ENSG00000089685	ENSG00000123219	1.3E-2
ENSG00000090273	ENSG00000123219	1.2E-2
ENSG00000100162	ENSG00000123219	1.2E-2
ENSG00000100401	ENSG00000123219	1.2E-2
ENSG00000101367	ENSG00000123219	7.6E-3
ENSG00000102054	ENSG00000123219	3.1E-2
ENSG00000102384	ENSG00000123219	1.1E-2
ENSG00000102901	ENSG00000123219	1.2E-2
ENSG00000104147	ENSG00000123219	2.8E-2
ENSG00000111581	ENSG00000123219	8.1E-3
ENSG00000115163	ENSG00000123219	1.1E-2
ENSG00000117399	ENSG00000123219	9.8E-3
ENSG00000117697	ENSG00000123219	1.2E-2
ENSG00000117724	ENSG00000123219	1.2E-2
ENSG00000120253	ENSG00000123219	7.6E-3
ENSG00000120334	ENSG00000123219	1.2E-2
ENSG00000121621	ENSG00000123219	1.2E-2
ENSG00000122952	ENSG00000123219	1.2E-2
ENSG00000101132	ENSG00000123349	8E-2
ENSG00000113068	ENSG00000123349	8E-2
ENSG00000115484	ENSG00000123349	7E-2
ENSG00000120438	ENSG00000123349	7E-2
ENSG00000004897	ENSG00000123374	1.4E-2
ENSG00000006634	ENSG00000123374	1.8E-2
ENSG00000014138	ENSG00000123374	1.4E-2
ENSG00000053900	ENSG00000123374	1.2E-2
ENSG00000055130	ENSG00000123374	3.5E-2
ENSG00000057468	ENSG00000123374	3.2E-2
ENSG00000065328	ENSG00000123374	1.7E-2
ENSG00000072401	ENSG00000123374	1.1E-2
ENSG00000073111	ENSG00000123374	1.6E-2
ENSG00000076003	ENSG00000123374	1.5E-2
ENSG00000076242	ENSG00000123374	3.7E-2
ENSG00000080839	ENSG00000123374	2.9E-2
ENSG00000085840	ENSG00000123374	1.6E-2
ENSG00000089053	ENSG00000123374	1.2E-2
ENSG00000091651	ENSG00000123374	1.6E-2
ENSG00000092853	ENSG00000123374	2.5E-2
ENSG00000093009	ENSG00000123374	1.6E-2
ENSG00000094804	ENSG00000123374	1.4E-2
ENSG00000094880	ENSG00000123374	1.4E-2
ENSG00000097046	ENSG00000123374	1.8E-2
ENSG00000100297	ENSG00000123374	1.5E-2
ENSG00000100479	ENSG00000123374	1.5E-2
ENSG00000103479	ENSG00000123374	1.9E-2
ENSG00000104738	ENSG00000123374	1.5E-2
ENSG00000105325	ENSG00000123374	1.1E-2
ENSG00000106399	ENSG00000123374	7.4E-3
ENSG00000112118	ENSG00000123374	1.5E-2
ENSG00000113558	ENSG00000123374	3.2E-2
ENSG00000115942	ENSG00000123374	1.7E-2
ENSG00000115947	ENSG00000123374	1.6E-2
ENSG00000117748	ENSG00000123374	8.6E-3
ENSG00000119684	ENSG00000123374	3.3E-2
ENSG00000100823	ENSG00000123415	3.6E-1
ENSG00000031691	ENSG00000123485	2.8E-2
ENSG00000048649	ENSG00000123485	7.3E-2
ENSG00000102054	ENSG00000123485	8.1E-2
ENSG00000102384	ENSG00000123485	2.8E-2
ENSG00000104147	ENSG00000123485	7.3E-2
ENSG00000115163	ENSG00000123485	2.8E-2
ENSG00000123219	ENSG00000123485	2.8E-2
ENSG00000114739	ENSG00000123612	4E-1
ENSG00000075914	ENSG00000123737	5.9E-2
ENSG00000077348	ENSG00000123737	5.9E-2
ENSG00000083312	ENSG00000123737	5.7E-2
ENSG00000083520	ENSG00000123737	5.9E-2
ENSG00000088247	ENSG00000123737	6.7E-2
ENSG00000107371	ENSG00000123737	5.9E-2
ENSG00000114127	ENSG00000123737	5.2E-2
ENSG00000120699	ENSG00000123737	5.9E-2
ENSG00000002822	ENSG00000123810	1.4E-2
ENSG00000007168	ENSG00000123810	9.1E-3
ENSG00000030066	ENSG00000123810	8.9E-3
ENSG00000031691	ENSG00000123810	1.2E-2
ENSG00000040275	ENSG00000123810	1.4E-2
ENSG00000068796	ENSG00000123810	1.4E-2
ENSG00000069248	ENSG00000123810	8.9E-3
ENSG00000275911	ENSG00000123810	8.9E-3
ENSG00000074054	ENSG00000123810	8.9E-3
ENSG00000075188	ENSG00000123810	9.8E-3
ENSG00000080986	ENSG00000123810	1.5E-2
ENSG00000082898	ENSG00000123810	1.1E-2
ENSG00000086827	ENSG00000123810	1.4E-2
ENSG00000089685	ENSG00000123810	1.5E-2
ENSG00000090273	ENSG00000123810	1.5E-2
ENSG00000100162	ENSG00000123810	1.4E-2
ENSG00000100401	ENSG00000123810	1.5E-2
ENSG00000101367	ENSG00000123810	8.9E-3
ENSG00000102384	ENSG00000123810	1.2E-2
ENSG00000102901	ENSG00000123810	1.4E-2
ENSG00000111581	ENSG00000123810	9.5E-3
ENSG00000115163	ENSG00000123810	1.2E-2
ENSG00000117399	ENSG00000123810	1.1E-2
ENSG00000117697	ENSG00000123810	1.4E-2
ENSG00000117724	ENSG00000123810	1.4E-2
ENSG00000120253	ENSG00000123810	8.9E-3
ENSG00000120334	ENSG00000123810	1.4E-2
ENSG00000121621	ENSG00000123810	1.4E-2
ENSG00000122952	ENSG00000123810	1.4E-2
ENSG00000123219	ENSG00000123810	1.2E-2
ENSG00000090372	ENSG00000123983	1.1E-1
ENSG00000005339	ENSG00000124151	2E-2
ENSG00000008838	ENSG00000124151	2E-2
ENSG00000042429	ENSG00000124151	2E-2
ENSG00000063322	ENSG00000124151	2E-2
ENSG00000084676	ENSG00000124151	2.1E-2
ENSG00000099917	ENSG00000124151	2E-2
ENSG00000100393	ENSG00000124151	2E-2
ENSG00000104973	ENSG00000124151	2E-2
ENSG00000105085	ENSG00000124151	2E-2
ENSG00000108510	ENSG00000124151	2E-2
ENSG00000108590	ENSG00000124151	2E-2
ENSG00000109819	ENSG00000124151	1.8E-2
ENSG00000112237	ENSG00000124151	2E-2
ENSG00000112282	ENSG00000124151	2E-2
ENSG00000123066	ENSG00000124151	2E-2
ENSG00000011422	ENSG00000124155	1.3E-1
ENSG00000087111	ENSG00000124155	2.1E-1
ENSG00000101464	ENSG00000124155	2.1E-1
ENSG00000099624	ENSG00000124172	7.1E-2
ENSG00000110955	ENSG00000124172	7.1E-2
ENSG00000116459	ENSG00000124172	7.1E-2
ENSG00000065320	ENSG00000124181	1.2E-1
ENSG00000003756	ENSG00000124193	9.9E-3
ENSG00000005075	ENSG00000124193	6.4E-3
ENSG00000011304	ENSG00000124193	9.9E-3
ENSG00000030066	ENSG00000124193	6.8E-3
ENSG00000047315	ENSG00000124193	6.4E-3
ENSG00000047410	ENSG00000124193	1.3E-2
ENSG00000060339	ENSG00000124193	9.9E-3
ENSG00000060688	ENSG00000124193	9.9E-3
ENSG00000063244	ENSG00000124193	8.6E-3
ENSG00000065978	ENSG00000124193	9.9E-3
ENSG00000069248	ENSG00000124193	6.8E-3
ENSG00000071894	ENSG00000124193	8.5E-3
ENSG00000072501	ENSG00000124193	7E-3
ENSG00000077312	ENSG00000124193	1.1E-2
ENSG00000087365	ENSG00000124193	9.9E-3
ENSG00000090060	ENSG00000124193	1E-2
ENSG00000092199	ENSG00000124193	9.9E-3
ENSG00000093000	ENSG00000124193	1.1E-2
ENSG00000094914	ENSG00000124193	1.1E-2
ENSG00000095319	ENSG00000124193	1.2E-2
ENSG00000099783	ENSG00000124193	9.9E-3
ENSG00000099817	ENSG00000124193	5.3E-3
ENSG00000099995	ENSG00000124193	9.9E-3
ENSG00000100138	ENSG00000124193	9.9E-3
ENSG00000100410	ENSG00000124193	9.9E-3
ENSG00000100650	ENSG00000124193	8.5E-3
ENSG00000100836	ENSG00000124193	1E-2
ENSG00000101138	ENSG00000124193	9.9E-3
ENSG00000101161	ENSG00000124193	9.9E-3
ENSG00000101811	ENSG00000124193	9.9E-3
ENSG00000102900	ENSG00000124193	1.3E-2
ENSG00000102978	ENSG00000124193	6.4E-3
ENSG00000282947	ENSG00000124193	9.9E-3
ENSG00000104852	ENSG00000124193	1.1E-2
ENSG00000104897	ENSG00000124193	9.9E-3
ENSG00000105258	ENSG00000124193	6.4E-3
ENSG00000105323	ENSG00000124193	9.9E-3
ENSG00000105705	ENSG00000124193	9.9E-3
ENSG00000108559	ENSG00000124193	1.1E-2
ENSG00000108883	ENSG00000124193	9.9E-3
ENSG00000111581	ENSG00000124193	7.3E-3
ENSG00000111786	ENSG00000124193	8.1E-3
ENSG00000114503	ENSG00000124193	5.1E-3
ENSG00000115524	ENSG00000124193	9.9E-3
ENSG00000115875	ENSG00000124193	8.6E-3
ENSG00000116350	ENSG00000124193	8.4E-3
ENSG00000116754	ENSG00000124193	8.5E-3
ENSG00000119203	ENSG00000124193	8.8E-3
ENSG00000120253	ENSG00000124193	6.8E-3
ENSG00000122566	ENSG00000124193	9.9E-3
ENSG00000070761	ENSG00000124217	1E-1
ENSG00000090372	ENSG00000124217	5.9E-2
ENSG00000005339	ENSG00000124253	2.3E-2
ENSG00000008838	ENSG00000124253	2.4E-2
ENSG00000042429	ENSG00000124253	2.4E-2
ENSG00000063322	ENSG00000124253	2.4E-2
ENSG00000084676	ENSG00000124253	2.5E-2
ENSG00000099917	ENSG00000124253	2.4E-2
ENSG00000100393	ENSG00000124253	2.4E-2
ENSG00000104973	ENSG00000124253	2.4E-2
ENSG00000105085	ENSG00000124253	2.4E-2
ENSG00000108510	ENSG00000124253	2.4E-2
ENSG00000108590	ENSG00000124253	2.4E-2
ENSG00000109819	ENSG00000124253	2.2E-2
ENSG00000112237	ENSG00000124253	2.4E-2
ENSG00000112282	ENSG00000124253	2.4E-2
ENSG00000123066	ENSG00000124253	2.4E-2
ENSG00000124151	ENSG00000124253	2.5E-2
ENSG00000092531	ENSG00000124333	3.8E-1
ENSG00000103496	ENSG00000124333	4.4E-1
ENSG00000103490	ENSG00000124491	3.4E-2
ENSG00000090372	ENSG00000124608	1.1E-1
ENSG00000005007	ENSG00000124614	1.1E-2
ENSG00000037241	ENSG00000124614	8.3E-3
ENSG00000063046	ENSG00000124614	1.1E-2
ENSG00000063177	ENSG00000124614	8.5E-3
ENSG00000067167	ENSG00000124614	1.1E-2
ENSG00000070366	ENSG00000124614	1.1E-2
ENSG00000070756	ENSG00000124614	7.3E-3
ENSG00000083845	ENSG00000124614	6.9E-3
ENSG00000084623	ENSG00000124614	1.6E-2
ENSG00000089009	ENSG00000124614	8.5E-3
ENSG00000089157	ENSG00000124614	8.5E-3
ENSG00000100316	ENSG00000124614	8.3E-3
ENSG00000100353	ENSG00000124614	1.6E-2
ENSG00000100664	ENSG00000124614	2E-2
ENSG00000100883	ENSG00000124614	1.2E-2
ENSG00000104131	ENSG00000124614	1.6E-2
ENSG00000104408	ENSG00000124614	1.6E-2
ENSG00000105372	ENSG00000124614	6.9E-3
ENSG00000105568	ENSG00000124614	6E-3
ENSG00000105640	ENSG00000124614	8.4E-3
ENSG00000105771	ENSG00000124614	1.1E-2
ENSG00000106263	ENSG00000124614	1.6E-2
ENSG00000106682	ENSG00000124614	1.6E-2
ENSG00000106803	ENSG00000124614	1.1E-2
ENSG00000107581	ENSG00000124614	1.6E-2
ENSG00000108107	ENSG00000124614	8.4E-3
ENSG00000108349	ENSG00000124614	1.1E-2
ENSG00000109475	ENSG00000124614	8.3E-3
ENSG00000112306	ENSG00000124614	6.9E-3
ENSG00000113575	ENSG00000124614	1.1E-2
ENSG00000114503	ENSG00000124614	4.6E-3
ENSG00000114850	ENSG00000124614	1.1E-2
ENSG00000114867	ENSG00000124614	6.9E-3
ENSG00000115268	ENSG00000124614	6.9E-3
ENSG00000116251	ENSG00000124614	8.3E-3
ENSG00000116698	ENSG00000124614	1.1E-2
ENSG00000118705	ENSG00000124614	1E-2
ENSG00000120705	ENSG00000124614	1.1E-2
ENSG00000122026	ENSG00000124614	8.5E-3
ENSG00000122406	ENSG00000124614	8.4E-3
ENSG00000005339	ENSG00000124641	1.9E-2
ENSG00000008838	ENSG00000124641	1.9E-2
ENSG00000042429	ENSG00000124641	1.9E-2
ENSG00000063322	ENSG00000124641	1.9E-2
ENSG00000084676	ENSG00000124641	2E-2
ENSG00000099917	ENSG00000124641	1.9E-2
ENSG00000100393	ENSG00000124641	2E-2
ENSG00000104973	ENSG00000124641	1.9E-2
ENSG00000105085	ENSG00000124641	1.9E-2
ENSG00000108510	ENSG00000124641	1.9E-2
ENSG00000108590	ENSG00000124641	1.9E-2
ENSG00000109819	ENSG00000124641	1.8E-2
ENSG00000112237	ENSG00000124641	1.9E-2
ENSG00000112282	ENSG00000124641	1.9E-2
ENSG00000123066	ENSG00000124641	1.9E-2
ENSG00000124151	ENSG00000124641	2E-2
ENSG00000124253	ENSG00000124641	2.4E-2
ENSG00000282984	ENSG00000124659	3.9E-1
ENSG00000037241	ENSG00000124783	1.4E-2
ENSG00000063177	ENSG00000124783	1.4E-2
ENSG00000067167	ENSG00000124783	1.9E-2
ENSG00000083845	ENSG00000124783	1.2E-2
ENSG00000089009	ENSG00000124783	1.4E-2
ENSG00000089157	ENSG00000124783	1.4E-2
ENSG00000100316	ENSG00000124783	1.4E-2
ENSG00000100883	ENSG00000124783	2E-2
ENSG00000105372	ENSG00000124783	1.1E-2
ENSG00000105640	ENSG00000124783	1.4E-2
ENSG00000106803	ENSG00000124783	1.9E-2
ENSG00000108107	ENSG00000124783	1.4E-2
ENSG00000109475	ENSG00000124783	1.4E-2
ENSG00000112306	ENSG00000124783	1.1E-2
ENSG00000114850	ENSG00000124783	1.9E-2
ENSG00000115268	ENSG00000124783	1.1E-2
ENSG00000116251	ENSG00000124783	1.4E-2
ENSG00000118705	ENSG00000124783	1.7E-2
ENSG00000122026	ENSG00000124783	1.4E-2
ENSG00000122406	ENSG00000124783	1.4E-2
ENSG00000124614	ENSG00000124783	1.1E-2
ENSG00000030066	ENSG00000124789	1.1E-2
ENSG00000047410	ENSG00000124789	2.2E-2
ENSG00000064703	ENSG00000124789	2.9E-2
ENSG00000069248	ENSG00000124789	1.1E-2
ENSG00000075188	ENSG00000124789	1.3E-2
ENSG00000082516	ENSG00000124789	2.6E-2
ENSG00000082898	ENSG00000124789	1.4E-2
ENSG00000084734	ENSG00000124789	4.1E-2
ENSG00000093000	ENSG00000124789	1.9E-2
ENSG00000094914	ENSG00000124789	1.9E-2
ENSG00000095319	ENSG00000124789	1.9E-2
ENSG00000101146	ENSG00000124789	2.4E-2
ENSG00000102900	ENSG00000124789	2.2E-2
ENSG00000106633	ENSG00000124789	3.5E-2
ENSG00000108424	ENSG00000124789	3.2E-2
ENSG00000108559	ENSG00000124789	1.9E-2
ENSG00000111581	ENSG00000124789	1.2E-2
ENSG00000111786	ENSG00000124789	1.4E-2
ENSG00000113569	ENSG00000124789	2.4E-2
ENSG00000114503	ENSG00000124789	8.6E-3
ENSG00000115641	ENSG00000124789	2.9E-2
ENSG00000116350	ENSG00000124789	1.4E-2
ENSG00000120253	ENSG00000124789	1.1E-2
ENSG00000065427	ENSG00000124802	9.7E-2
ENSG00000090372	ENSG00000124802	1E-2
ENSG00000106305	ENSG00000124802	9.7E-2
ENSG00000113643	ENSG00000124802	9.7E-2
ENSG00000115866	ENSG00000124802	9.7E-2
ENSG00000063046	ENSG00000125107	4.4E-2
ENSG00000080802	ENSG00000125107	1.1E-1
ENSG00000277615	ENSG00000125107	1.1E-1
ENSG00000111596	ENSG00000125107	1.1E-1
ENSG00000114867	ENSG00000125107	2.8E-2
ENSG00000067066	ENSG00000125148	2.3E-1
ENSG00000003756	ENSG00000125351	9.6E-3
ENSG00000005075	ENSG00000125351	6.2E-3
ENSG00000011304	ENSG00000125351	9.6E-3
ENSG00000030066	ENSG00000125351	6.6E-3
ENSG00000047315	ENSG00000125351	6.2E-3
ENSG00000047410	ENSG00000125351	1.2E-2
ENSG00000060339	ENSG00000125351	9.6E-3
ENSG00000060688	ENSG00000125351	9.6E-3
ENSG00000063244	ENSG00000125351	8.4E-3
ENSG00000065978	ENSG00000125351	9.6E-3
ENSG00000069248	ENSG00000125351	6.6E-3
ENSG00000071894	ENSG00000125351	8.3E-3
ENSG00000072501	ENSG00000125351	6.8E-3
ENSG00000075188	ENSG00000125351	7.3E-3
ENSG00000087365	ENSG00000125351	9.6E-3
ENSG00000090060	ENSG00000125351	9.7E-3
ENSG00000092199	ENSG00000125351	9.6E-3
ENSG00000093000	ENSG00000125351	1.1E-2
ENSG00000094914	ENSG00000125351	1.1E-2
ENSG00000095319	ENSG00000125351	1.1E-2
ENSG00000099783	ENSG00000125351	9.6E-3
ENSG00000099817	ENSG00000125351	5.1E-3
ENSG00000099995	ENSG00000125351	9.6E-3
ENSG00000100138	ENSG00000125351	9.6E-3
ENSG00000100410	ENSG00000125351	9.6E-3
ENSG00000100650	ENSG00000125351	8.2E-3
ENSG00000100836	ENSG00000125351	9.7E-3
ENSG00000101138	ENSG00000125351	9.6E-3
ENSG00000101146	ENSG00000125351	1.4E-2
ENSG00000101161	ENSG00000125351	9.6E-3
ENSG00000101811	ENSG00000125351	9.6E-3
ENSG00000102900	ENSG00000125351	1.2E-2
ENSG00000102978	ENSG00000125351	6.2E-3
ENSG00000282947	ENSG00000125351	9.6E-3
ENSG00000104897	ENSG00000125351	9.6E-3
ENSG00000105258	ENSG00000125351	6.2E-3
ENSG00000105323	ENSG00000125351	9.6E-3
ENSG00000105705	ENSG00000125351	9.6E-3
ENSG00000108559	ENSG00000125351	1.1E-2
ENSG00000108883	ENSG00000125351	9.6E-3
ENSG00000111581	ENSG00000125351	7.1E-3
ENSG00000111786	ENSG00000125351	7.9E-3
ENSG00000113569	ENSG00000125351	1.4E-2
ENSG00000114503	ENSG00000125351	4.9E-3
ENSG00000115524	ENSG00000125351	9.6E-3
ENSG00000115875	ENSG00000125351	8.4E-3
ENSG00000116350	ENSG00000125351	8.2E-3
ENSG00000116754	ENSG00000125351	8.2E-3
ENSG00000119203	ENSG00000125351	8.5E-3
ENSG00000120253	ENSG00000125351	6.6E-3
ENSG00000122566	ENSG00000125351	9.6E-3
ENSG00000124193	ENSG00000125351	8.2E-3
ENSG00000124789	ENSG00000125351	1.4E-2
ENSG00000004779	ENSG00000125356	2.3E-2
ENSG00000283447	ENSG00000125356	2.3E-2
ENSG00000065518	ENSG00000125356	2.3E-2
ENSG00000090266	ENSG00000125356	2.3E-2
ENSG00000099795	ENSG00000125356	2.3E-2
ENSG00000109390	ENSG00000125356	2.3E-2
ENSG00000110717	ENSG00000125356	2.3E-2
ENSG00000115286	ENSG00000125356	2.3E-2
ENSG00000119013	ENSG00000125356	2.3E-2
ENSG00000119421	ENSG00000125356	2.3E-2
ENSG00000002822	ENSG00000125450	8.9E-3
ENSG00000007168	ENSG00000125450	5.6E-3
ENSG00000030066	ENSG00000125450	5.5E-3
ENSG00000031691	ENSG00000125450	7.6E-3
